0	17
1	725
2	563
3	638
4	12
5	247
6	743
7	33
8	50
9	616
10	5
11	58
12	113
13	6
14	3
15	2
16	69
17	669
18	300
19	47
20	107
21	4
22	90
23	23
24	335
25	31
26	67
27	61
28	123
29	125
30	95
31	127
32	62
33	181
34	687
35	625
36	136
37	63
38	11
39	94
40	557
41	75
42	97
43	289
44	553
45	23
46	531
47	468
48	261
49	120
50	470
51	89
52	171
53	89
54	187
55	83
56	45
57	462
58	475
59	490
60	109
61	212
62	71
63	376
64	31
65	118
66	91
67	119
68	186
69	85
70	377
71	26
72	141
73	174
74	292
75	115
76	42
77	29
78	57
79	63
80	35
81	383
82	437
83	525
84	400
85	496
86	570
87	561
88	17
89	650
90	426
91	623
92	42
93	141
94	62
95	12
96	399
97	41
98	176
99	380
100	62
101	40
102	306
103	156
104	44
105	378
106	11
107	90
108	75
109	11
110	158
111	33
112	43
113	29
114	259
115	118
116	90
117	18
118	52
119	122
120	177
121	69
122	77
123	21
124	52
125	180
126	185
127	32
128	7
129	57
130	8
131	10
132	168
133	228
134	29
135	477
136	89
137	162
138	12
139	8
140	527
141	174
142	260
143	90
144	23
145	495
146	49
147	90
148	160
149	69
150	28
151	56
152	61
153	16
154	47
155	447
156	61
157	89
158	497
159	229
160	162
161	36
162	11
163	59
164	33
165	60
166	18
167	26
168	271
169	76
170	229
171	78
172	13
173	38
174	89
175	145
176	203
177	71
178	259
179	33
180	41
181	156
182	137
183	33
184	113
185	9
186	40
187	145
188	23
189	456
190	51
191	23
192	233
193	441
194	398
195	104
196	8
197	419
198	44
199	34
200	76
201	101
202	311
203	23
204	49
205	193
206	20
207	32
208	20
209	20
210	62
211	19
212	7
213	27
214	308
215	163
216	198
217	69
218	270
219	14
220	124
221	7
222	151
223	7
224	17
225	258
226	80
227	11
228	59
229	117
230	40
231	258
232	116
233	142
234	82
235	519
236	446
237	253
238	57
239	126
240	115
241	94
242	72
243	134
244	50
245	53
246	56
247	164
248	10
249	119
250	269
251	9
252	121
253	45
254	24
255	20
256	255
257	37
258	21
259	18
260	59
261	7
262	88
263	141
264	20
265	32
266	65
267	200
268	49
269	257
270	142
271	85
272	55
273	7
274	23
275	20
276	588
277	53
278	384
279	25
280	124
281	54
282	32
283	27
284	22
285	10
286	97
287	130
288	501
289	75
290	12
291	20
292	127
293	7
294	131
295	244
296	45
297	7
298	13
299	7
300	68
301	166
302	196
303	10
304	91
305	132
306	164
307	62
308	8
309	12
310	12
311	18
312	28
313	78
314	312
315	83
316	83
317	203
318	44
319	29
320	17
321	86
322	26
323	105
324	43
325	43
326	272
327	143
328	7
329	138
330	210
331	14
332	443
333	223
334	97
335	55
336	132
337	25
338	188
339	157
340	114
341	19
342	49
343	113
344	190
345	109
346	32
347	37
348	14
349	223
350	24
351	76
352	13
353	44
354	170
355	16
356	9
357	56
358	97
359	10
360	52
361	389
362	41
363	12
364	168
365	113
366	27
367	100
368	102
369	71
370	66
371	71
372	115
373	12
374	43
375	21
376	50
377	63
378	256
379	37
380	22
381	182
382	171
383	82
384	219
385	32
386	140
387	9
388	426
389	21
390	14
391	265
392	158
393	18
394	27
395	59
396	314
397	190
398	92
399	27
400	131
401	308
402	124
403	32
404	247
405	67
406	123
407	12
408	57
409	77
410	64
411	121
412	146
413	140
414	147
415	109
416	141
417	222
418	132
419	37
420	87
421	11
422	113
423	62
424	70
425	80
426	101
427	62
428	346
429	120
430	28
431	53
432	152
433	10
434	92
435	9
436	20
437	107
438	140
439	69
440	45
441	498
442	36
443	14
444	49
445	14
446	17
447	144
448	21
449	8
450	7
451	104
452	7
453	12
454	16
455	395
456	26
457	124
458	150
459	10
460	7
461	43
462	67
463	271
464	285
465	39
466	62
467	140
468	330
469	230
470	114
471	250
472	26
473	19
474	173
475	175
476	28
477	45
478	10
479	28
480	71
481	99
482	32
483	136
484	47
485	134
486	23
487	406
488	314
489	197
490	89
491	171
492	76
493	130
494	51
495	27
496	84
497	11
498	111
499	495
500	268
501	56
502	38
503	152
504	381
505	42
506	222
507	23
508	89
509	24
510	284
511	19
512	10
513	39
514	15
515	18
516	28
517	65
518	483
519	19
520	28
521	7
522	82
523	95
524	73
525	18
526	11
527	7
528	16
529	39
530	54
531	95
532	26
533	35
534	8
535	11
536	39
537	21
538	10
539	83
540	10
541	78
542	166
543	73
544	102
545	56
546	69
547	153
548	140
549	68
550	48
551	311
552	164
553	64
554	55
555	8
556	380
557	132
558	9
559	301
560	134
561	209
562	51
563	18
564	82
565	107
566	23
567	70
568	140
569	10
570	67
571	35
572	77
573	280
574	245
575	35
576	8
577	31
578	96
579	36
580	59
581	24
582	102
583	20
584	16
585	9
586	83
587	7
588	142
589	142
590	33
591	4
592	80
593	124
594	23
595	40
596	19
597	10
598	37
599	24
600	37
601	21
602	341
603	370
604	34
605	42
606	75
607	44
608	127
609	205
610	67
611	75
612	27
613	3
614	318
615	220
616	65
617	79
618	81
619	21
620	63
621	68
622	8
623	173
624	4
625	195
626	46
627	2
628	259
629	23
630	99
631	9
632	101
633	68
634	33
635	3
636	293
637	30
638	114
639	17
640	3
641	137
642	48
643	231
644	49
645	320
646	183
647	94
648	230
649	43
650	24
651	51
652	18
653	81
654	34
655	54
656	16
657	78
658	47
659	85
660	2
661	353
662	70
663	26
664	14
665	24
666	50
667	75
668	91
669	17
670	21
671	27
672	26
673	16
674	11
675	44
676	5
677	151
678	28
679	28
680	53
681	87
682	66
683	20
684	28
685	15
686	72
687	84
688	57
689	85
690	162
691	33
692	7
693	53
694	16
695	103
696	118
697	102
698	44
699	3
700	17
701	20
702	46
703	27
704	2
705	135
706	48
707	489
708	14
709	118
710	50
711	4
712	263
713	23
714	20
715	251
716	16
717	15
718	32
719	39
720	13
721	8
722	101
723	10
724	94
725	9
726	40
727	8
728	117
729	122
730	226
731	7
732	176
733	102
734	50
735	103
736	32
737	102
738	19
739	24
740	69
741	14
742	14
743	203
744	186
745	3
746	38
747	26
748	157
749	12
750	10
751	8
752	17
753	4
754	95
755	19
756	78
757	22
758	42
759	41
760	212
761	259
762	222
763	94
764	30
765	30
766	438
767	11
768	30
769	152
770	14
771	37
772	41
773	25
774	25
775	4
776	21
777	23
778	3
779	5
780	18
781	13
782	15
783	20
784	29
785	47
786	13
787	66
788	4
789	115
790	39
791	3
792	207
793	20
794	10
795	149
796	46
797	220
798	33
799	39
800	36
801	32
802	3
803	5
804	19
805	271
806	9
807	89
808	21
809	49
810	214
811	104
812	3
813	71
814	37
815	12
816	115
817	99
818	220
819	60
820	21
821	12
822	52
823	99
824	53
825	57
826	258
827	28
828	186
829	141
830	4
831	5
832	73
833	76
834	94
835	37
836	67
837	2
838	51
839	89
840	40
841	181
842	52
